emotion_bucket,text
5,four hour delay two hours to make a decision there is not any patience leave in this aerodrome what is going on with aa2295 flight delayed quatern hours now 2 hours waiting for crew decision either cancel the flight or board the planing machine this is absurd horrible customer service ne'er again americanairlines aa you gained 150 new pax
5,not probable youve already have me to miss 3 important coming together virginamerica neveragain are you going to have it right for all of us bos so far that has been said but no one is authorized to do anything
5,"I ' m in heaven backward on my best loved site now, woohoo!!"
5,"SO, I am VERY disappointed with this stupid photographic camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens issue (breaking with minor trauma ), took heavy pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont even wanna tweet anymore jockey you fasten this
5,I am so wild now as they ne'er informed me that this was region of the leontyne price they cite to me!!
5,"Had An ashcan school night holiday which I cannot get to, not to mention my return was also booked HIR - grannie - HNL Also on FIJI airways. .. What a bunch of shepherd's crook"
5,not lawful unfortunately most passengers are still on the geartrain and i am still stand its rammed front to back is that enough feedback for you
5,no point know now service is cancalled now having to spend for alternate travel does not help my wallet earnestly dang mighty disgusted that this happens every day seriously ask to stop up your game here
5,"The flight leaves late due to late inbound craft - (which is a BS excuse very - - a more honest one would be the craft was late because its on an end to cease schedule with very tight turnaround times, and we stuffed up somewhere earlier in the day) So I land an hour late and and then have to wait for my bag - C ' est lah vie."
5,"can i get anything backward, or is it hopeless. .. . i withdraw it the trash can uses the rm command or hopefully some other method? ???"
5,either way its retarded like the enforcement squad skill less fucks no wonder sony is forwards by over 30 1000000 sad i was suspended for a offensive emblem even though it was a photo of clangoring bandicoot why
5,i have been billed again for 2 order when i only placed one i have emailed this through i desire a repayment for the total charter asap wtf
5,"I was really disgusted with this purchase. First off, it is misrepresented. Since I purchased it, the title has been change a little to reflect what you get a trivial fleck better. BUT - it still enjoin box of 50 gauze pads. What they do NOT tell you is this - you will only get 25 packages of gauze."
5,were already having our second technician add up out this is tops disappointing
5,you are the worst providers of anything i am a new customer as of 2 weeks and embody treated like a third cosmos citizen no wonder i was advised not to sign up with you for anything i give you a opportunity for nothing losers
5,not today not today this is some umbrageous shit and its really frustrative that your employees tilt give me answers and provide excuses for drivers that lie about delivering packages
5,"This is a awful, fraudulent company that luers people in through with tawdry airway tickets."
5,you bed what gets me in the christmas spirit not shopping at sainsburys after visit this unbelievably shabby dirt and dec 25 carols in store too no doubt
5,Overall dead terrible terrible nightmarish experience with FlightNetwork.
5,how can i enjoy my flying when you dont have anyone here to answer questions and help me board boojetblue so disappointed with your customer service not only were me and my folk unable to get on our original flight yesterday when the flight of steps hadnt taken off but now we have to wait an additional 2 hours today to check our bags boojetblue getmehome neveragain
5,should have expect this crud out of what is spoilt the hour delay on the tarmac or the ill bred ass flight co occurrence that woke me up whatsworse
5,four 60 minutes delay two hours to make a determination there is not any patience left in this airport what is going on with aa2295 flying delay 4 hours now 2 hours waiting for crew decision either cancel the flight or board the plane this is cockeyed horrible customer service never again americanairlines aa you gained 150 new pax
5,not likely youve already do me to miss 3 important meetings virginamerica neveragain are you going to pull in it right for all of us bos so far that has been said but no one is authorized to do anything
5,"I ' m in heaven backward on my preferent site now, woohoo!!"
5,"SO, I am VERY disappointed with this stunned camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens upshot (break with modest trauma ), took great scene, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont yet wanna tweet anymore screw you define this
5,I am so angered now as they never inform me that this was constituent of the leontyne price they cite to me!!
5,"Give An eight dark holiday which I cannot get to, not to mention my return was also booked HIR - naan - HNL Also on republic of fiji airways. .. What a bunch of crooks"
5,not true regrettably most passengers are still on the geartrain and i am nonetheless stand its rammed front to back is that enough feedback for you
5,no period know now service is cancalled now having to spend for alternative travel does not help my wallet seriously dang right disgusted that this happen every clarence day seriously necessitate to discontinue up your game here
5,"The flight leaves late due to late inbound workmanship - (which is a BS excuse really - - a more honest one would be the craft was late because its on an end to end schedule with very besotted flip flop times, and we stuffed up somewhere earlier in the day) So I land an hour late and then have to waitress for my bags - C ' est la vie."
5,"can i get anything back, or is it hopeless. .. . i take it the methamphetamine hydrochloride can use the rm instruction or hopefully some other method acting? ???"
5,either mode its retarded like the enforcement team science less fucks no wonder sony is ahead by over 30 gazillion sad i was suspended for a offensive emblem even though it was a photo of clang bandicoot why
5,i have been bill again for two orders when i only placed one i have email this through i want a refund for the amount take asap wtf
5,"I was really disgusted with this leverage. First off, it is cook. Since I purchased it, the title has been changed a little to reflect what you get a piffling bit better. BUT - it still says box of 50 gauze launchpad. What they do NOT tell you is this - you will only get 25 packages of gauze."
5,were already having our 2d technician hail out this is crack disappointing
5,you are the worst providers of anything i am a new client as of ii weeks and being address like a third world citizen no wonder i was advised not to sign up with you for anything i gave you a chance for nothing loser
5,not today not today this is some shady shit and its rattling frustrative that your employee cant give me answer and provide excuse for drivers that lie about delivering packages
5,"This is a dreadful, fraudulent ship's company that luers hoi polloi in done cheap airline tickets."
5,you have it off what gets me in the christmas spirit not give away at sainsburys after seeing this unbelievably shabby shit and noel carols in store too no incertitude
5,Overall utterly terrible terrible hair raising experience with FlightNetwork.
5,how can i enjoy my flight when you dont have anyone here to answer questions and help me add in boojetblue so disappointed with your client service not only were me and my kin unable to get on our original flight yesterday when the flight hadnt take forth but now we have to wait an additional 2 hours today to check our bags boojetblue getmehome neveragain
5,should have expect this crud out of what is worse the hour holdup on the macadam or the rude roll in the hay flight attendant that wake up me up whatsworse
5,four hour delay two hours to throw a decision there is not any patience left in this airdrome what is going on with aa2295 flight delayed 4 hours now 2 hours look for crew decision either cancel the flight or board the plane this is absurd horrible customer service never again americanairlines aa you gained cl new kiss of peace
5,not likely youve already caused me to miss tierce important coming together virginamerica neveragain are you going to create it right for all of us bos so far that has been said but no one is authorized to do anything
5,"I ' m in heaven rearward on my favourite site now, woohoo!!"
5,"SO, I am VERY frustrated with this stunned camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens issue (breaking with underage trauma ), conduct dandy pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont yet wanna tweet anymore eff you fix this
5,I am so wild now as they ne'er informed me that this was contribution of the mary leontyne price they cite to me!!
5,"Had An eight night vacation which I cannot get to, not to observe my return was also booked HIR - naan - HNL Also on FIJI airline. .. What a clustering of crooks"
5,not true alas most passengers are still on the train and i am withal standing its rammed front to back is that enough feedback for you
5,no point know now service is cancalled now having to spend for alternative locomotion does not help my wallet seriously dang right nauseate that this happens every day earnestly need to quit up your game here
5,"The flight leaves late ascribable to late inbound craft - (which is a BS excuse really - - a more honest one would be the craft was late because its on an final stage to end schedule with very tight turnaround time times, and we stuffed up somewhere earlier in the day) So I land an hour late and then have to wait for my bag - C ' est la vie."
5,"can i get anything back, or is it hopeless. .. . i acquire it the chicken feed can use the rm command or hopefully some other method acting? ???"
5,either way its retard like the enforcement squad acquisition less fucks no wonder sony is ahead by over 30 million sad i was suspended for a offensive emblem even though it was a photo of collapse bandicoot why
5,i have been billed over again for two order when i only placed one i have e mail this through i want a refund for the amount withdraw asap wtf
5,"I was really disgusted with this leverage. First cancelled, it is wangle. Since I purchased it, the title has been changed a little to reflect what you get a little bit better. BUT - it even so says box of 50 gauze pads. What they do NOT tell you is this - you will only get 25 packages of gauze."
5,were already get our 2nd technician come out this is a one disappoint
5,you are the unsound providers of anything i am a new client as of 2 weeks and be cover like a third humanity citizen no wonder i was advised not to sign up with you for anything i gave you a chance for nothing losers
5,not today not today this is some shady shit and its really frustrating that your employees slant give me answers and offer excuses for driver that lie in about delivering packages
5,"This is a unspeakable, deceitful company that luers people in through with cheap airline ticket."
5,you lie with what gets me in the christmas feeling not shopping at sainsburys after seeing this unbelievably shabby shit and christmas carols in entrepot too no doubt
5,Overall absolutely terrible tremendous nightmarish experience with FlightNetwork.
5,how can i savor my flight when you dont have anyone here to answer questions and help me board boojetblue so disappointed with your client service not only were me and my family unable to get on our original flight yesterday when the flight hadnt pick out away but now we have to wait an additional 2 hours today to check our bag boojetblue getmehome neveragain
5,should have expected this crud out of what is regretful the time of day time lag on the tarmac or the rude ass flight attendant that woke me up whatsworse
5,four hour delay two hours to draw a determination there is not any patience pull up stakes in this airport what is going on with aa2295 trajectory delayed 4 hours now 2 hours waiting for crew decision either cancel the flight or board the plane this is absurd horrible customer service never again americanairlines aa you gained 150 new kiss of peace
5,not likely youve already caused me to miss 3 authoritative meetings virginamerica neveragain are you going to make it correct for all of us bos so far that has been said but no one is authorized to do anything
5,"I ' m in heaven rearward on my favourite site now, woohoo!!"
5,"SO, I am VERY defeated with this dazed camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens issue (breaking with minor trauma ), convey great pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont still wanna tweet anymore know you fix this
5,I am so wild now as they ne'er inform me that this was part of the cost they quote to me!!
5,"Had An eight night vacation which I cannot get to, not to mention my return was also reserve HIR - NAN - HNL Also on republic of fiji airways. .. What a bunch of malefactor"
5,not rightful unfortunately most passengers are still on the geartrain and i am still digest its rammed front to endorse is that enough feedback for you
5,no point know now service is cancalled now having to spend for alternative travel cause not help my wallet seriously dang right disgust that this happens every day seriously take to barricade up your game here
5,"The escape leaves late referable to late inbound craft - (which is a BS excuse really - - a more honest one would be the craft was tardily because its on an end to end schedule with very tight turnaround times, and we shove up somewhere earlier in the day) So I land an 60 minutes late and then have to wait for my bags - C ' est la vie."
5,"can i get anything back, or is it hopeless. .. . i use up it the trash can practice the rm program line or hopefully some other method? ???"
5,either way its retarded like the enforcement team acquisition less eff no wonder sony is ahead by over xxx million sad i was suspended for a offensive emblem even though it was a photo of crash bandicoot wherefore
5,i have been billed again for two rescript when i only placed one i have emailed this through i desire a repayment for the amount taken asap wtf
5,"I was really disgusted with this purchase. First off, it is misrepresented. Since I buy it, the title has been changed a piddling to reflect what you get a little bit better. BUT - it all the same says box of l gauze pads. What they do NOT tell you is this - you will only get 25 packages of gauze."
5,were already have our 2d technician occur out this is super disappointing
5,you are the worst providers of anything i am a new customer as of 2 weeks and being treated like a tertiary world citizen no wonder i was send word not to signalise up with you for anything i gave you a chance for zip losers
5,not today not today this is some shady mother fucker and its truly frustrative that your employees cant yield me response and provide excuses for drivers that lie about delivering packages
5,"This is a terrible, fallacious companionship that luers citizenry in done cheap airline tickets."
5,you know what engender me in the christmas life not shopping at sainsburys after seeing this unbelievably shabby shit and christmas day christmas carol in store too no doubt
5,Overall absolutely terrible fearful nightmarish experience with FlightNetwork.
5,how can i revel my flight when you dont have anyone here to answer questions and help me board boojetblue so disappointed with your customer service not only were me and my family unable to get on our original flight yesterday when the flight hadnt taken off but now we have to look an additional 2 hours today to check our bags boojetblue getmehome neveragain
5,should have look this crud out of what is bad the hour delay on the tarmac or the rude tush flight attendant that wake me up whatsworse
5,four hour delay two hours to make a decisiveness there is not any patience left in this airdrome what is going on with aa2295 flying delayed 4 hours now 2 hours wait for crew decision either cancel the flight or board the plane this is absurd horrible customer service never again americanairlines aa you gained 150 new kiss of peace
5,not potential youve already caused me to omit 3 important meeting virginamerica neveragain are you going to make it correct for all of us bos so far that has been tell but no one is authorized to do anything
5,"I ' m in heaven backwards on my preferent site now, woohoo!!"
5,"and so, I am real disappointed with this stupid camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens issue (break with small scale harm ), took great pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont even wanna tweet anymore cheat you sterilize this
5,I am so raging now as they never inform me that this was function of the damage they quote to me!!
5,"Get An eight nighttime holiday which I cannot get to, not to mention my rejoinder was also booked HIR - NAN - HNL Also on FIJI airline. .. What a bunch of crooks"
5,not dependable unluckily most passengers are still on the gear and i am still standing its rammed front to back is that enough feedback for you
5,no item know now service is cancalled now having to spend for alternative travel does not help my billfold seriously dang right disgusted that this find every sidereal day seriously need to stop up your game here
5,"The flight leaves deep imputable to late inbound craft - (which is a BS exculpation really - - a more honest one would be the craft was late because its on an oddment to end schedule with very tight turnaround times, and we stuffed up someplace earlier in the day) So I land an hour late and then have to wait for my bags - C ' est la vie."
5,"can i get anything backwards, or is it hopeless. .. . i lead it the trash can uses the rm command or hopefully some other method acting? ???"
5,either way its retarded like the enforcement team skill less fucks no wonder sony is ahead by over 30 billion sad i was suspended for a offensive emblem even though it was a photo of crash bandicoot wherefore
5,i have been billed again for deuce monastic order when i only put one i have netmail this through i need a refund for the amount taken asap wtf
5,"I was really disgusted with this leverage. First off, it is misrepresented. Since I purchased it, the title has been changed a little to reflect what you get a little bit better. BUT - it notwithstanding says box of 50 gauze pad. What they do NOT tell you is this - you will only get 25 software package of gauze."
5,were already get our 2nd technician come out this is super let down
5,you are the worst provider of anything i am a new customer as of 2 calendar week and constitute treated like a third world citizen no wonder i was advised not to sign on up with you for anything i gave you a chance for nothing losers
5,not today not today this is some fishy diddly squat and its really frustrating that your employees cant give me answers and provide alibi for drivers that rest about delivering packages
5,"This is a dread, fraudulent caller that luers people in through with punk airline tickets."
5,you know what gets me in the christmas life not frequent at sainsburys after seeing this unbelievably shabby shit and christmas carols in store too no doubt
5,Overall absolutely terrible terrible bloodcurdling experience with FlightNetwork.
5,how can i love my flight when you dont have anyone here to answer questions and help me board boojetblue so frustrated with your customer service not only were me and my category unable to get on our original flight yesterday when the flight hadnt taken off but now we have to wait an additional 2 hours today to check our bags boojetblue getmehome neveragain
5,should have expected this crud out of what is regretful the 60 minutes delay on the tarmac or the unmannerly tail end flight attendant that inflame me up whatsworse
5,four hour delay two hours to make a decision there is not any patience left in this airport what is hold out on with aa2295 flying delayed 4 hours now two hours waiting for crew decision either cancel the flight or board the plane this is absurd horrible customer service ne'er again americanairlines aa you gained 150 new pax
5,not likely youve already make me to miss 3 important meetings virginamerica neveragain are you going to construct it right for all of us bos so far that has been said but no one is authorise to do anything
5,"I ' m in heaven rearward on my favourite site now, woohoo!!"
5,"SO, I am VERY disappointed with this stupid camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens system issue (break in with underage trauma ), took large picture, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont even wanna tweet anymore screw you sterilize this
5,I am so furious now as they ne'er inform me that this was portion of the damage they quote to me!!
5,"Had An viii night vacation which I cannot get to, not to observe my return was also booked HIR - nanna - HNL Also on FIJI airways. .. What a bunch of crooks"
5,not true unfortunately most passenger are still on the gear and i am still standing its rammed front to stake is that decent feedback for you
5,no point know now service is cancalled now get to spend for substitute travel does not help my wallet seriously dang right churn up that this happens every day seriously involve to stop up your biz here
5,"The flight leaves late due to late inbound cunning - (which is a BS excuse really - - a more honest one would be the foxiness was late because its on an end to cease schedule with very tight turnaround times, and we stuffed up somewhere earlier in the day) So I land an hour late and and then have to wait for my bags - C ' est la vie."
5,"can i get anything back, or is it hopeless. .. . i direct it the glass can uses the rm mastery or hopefully some other method? ???"
5,either room its retarded like the enforcement team skill less love no wonder sony is ahead by over xxx million sad i was freeze for a violative emblem even though it was a photo of crash bandicoot why
5,i have been billed again for ii order when i only lay one i have emailed this through with i want a refund for the amount taken asap wtf
5,"I was really disgusted with this leverage. First off, it is misrepresented. Since I purchased it, the championship has been changed a little to reflect what you get a little bite better. BUT - it still says box of 50 gauze pads. What they do NOT state you is this - you will only get 25 packages of gauze."
5,were already having our 2nd technician number out this is crack let down
5,you are the worst providers of anything i am a new customer as of 2 week and being treated like a third world citizen no wonder i was advise not to sign up with you for anything i give you a chance for nothing losers
5,not today not today this is some shady darn and its really frustrating that your employees pitch devote me answers and provide excuse for driver that lie about delivering packages
5,"This is a terrible, fraudulent company that luers people in done chintzy airline business ticket."
5,you know what gets me in the christmastime spirit not stag at sainsburys after seeing this unbelievably shabby cocksucker and christmas christmas carol in stock too no doubt
5,Overall absolutely terrible terrible hair raising experience with FlightNetwork.
5,how can i enjoy my flight when you dont have anyone here to answer questions and help me circuit board boojetblue so frustrated with your customer service not only were me and my family unable to get on our original flight of steps yesterday when the flight hadnt taken off but now we have to wait an additional two hours today to correspond our bags boojetblue getmehome neveragain
5,should have wait this crud out of what is worse the hour delay on the tarmac or the rude ass escape accompaniment that woke me up whatsworse
5,four hour delay two hours to seduce a decision there is not any patience left in this airport what is going on with aa2295 flight delayed 4 hours now 2 hours waiting for crew decision either cancel the flight or board the sheet this is absurd horrible client service ne'er again americanairlines aa you gained 150 new pax
5,not likely youve already caused me to overlook 3 important meetings virginamerica neveragain are you hold out to create it right for all of us bos so far that has been said but no one is authorized to do anything
5,"I ' m in heaven backwards on my preferent site now, woohoo!!"
5,"SO, I am really disappointed with this stupid camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens issue (breaking with underage harm ), took great pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
5,i dont yet wanna tweet anymore screw you sterilise this
5,I am so savage now as they ne'er informed me that this was parting of the toll they quote to me!!
5,"Had An eight nighttime holiday which I cannot get to, not to mention my return was also booked HIR - NAN - HNL Also on republic of fiji airways. .. What a cluster of crooks"
5,not genuine unfortunately most rider are even so on the wagon train and i am still standing its rammed front to back is that enough feedback for you
5,no point know now service is cancalled now having to drop for alternative travel perform not help my wallet seriously dang right disgusted that this happens every day seriously necessitate to stop up your game here
5,"The flight leaves late due to late inbound craft - (which is a BS alibi really - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we stuffed up somewhere earlier in the twenty four hours) So I bring an hour late and then have to wait for my bags - C ' est la vie."
5,"can i get anything back, or is it hopeless. .. . i take it the trash can use the rm mastery or hopefully some other method? ???"
5,either way its retarded like the enforcement squad accomplishment less fucks no wonder sony is ahead by concluded 30 million sad i was suspended for a offensive emblem even though it was a photo of clash bandicoot why
5,i have been billed again for 2 order when i only set one i have netmail this done i want a refund for the amount taken asap wtf
5,"I was really disgusted with this purchase. First off, it is misrepresented. Since I purchase it, the statute title has been changed a picayune to reflect what you get a little bit better. BUT - it still pronounce box of 50 gauze pads. What they do NOT tell you is this - you will only get 25 packages of gauze."
5,were already have our 2nd technician fare out this is tiptop disappointing
5,you are the worst providers of anything i am a new customer as of 2 weeks and being address like a third world citizen no wonder i was rede not to sign on up with you for anything i gave you a hazard for nothing losers
5,not today not today this is some shady dirt and its really frustrating that your employees cant give me result and allow excuses for drivers that consist about delivering software system
5,"This is a dreaded, fraudulent company that luers citizenry in through chintzy airway slate."
5,you have sex what stimulate me in the christmas spirit not shopping at sainsburys after seeing this unbelievably shabby dump and christmas carol in storehouse too no doubt
5,Overall perfectly terrible awful bloodcurdling experience with FlightNetwork.
5,how can i enjoy my flight when you dont have anyone here to answer questions and help me board boojetblue so disappointed with your customer service not only were me and my family unable to get on our original flight of steps yesterday when the flight hadnt taken off but now we have to wait an additional 2 hours today to check our bags boojetblue getmehome neveragain
5,should have expected this crud out of what is worse the time of day delay on the tarmac or the bounderish seat flight co occurrence that woke me up whatsworse
5,four minute delay deuce hours to make a decision there is not any patience go out in this airport what is going on with aa2295 flight delayed 4 hours now 2 hours waiting for crew decision either cancel the flight or circuit board the plane this is absurd horrible customer service never again americanairlines aa you gained one hundred fifty new pax
5,not likely youve already caused me to miss 3 authoritative meetings virginamerica neveragain are you move to have it right for all of us bos so far that has been said but no one is authorized to do anything
